id,per_square_meter_price
COL_309640,16600.0
COL_309642,29850.0
COL_309784,42287.078733358205
COL_310093,3249.067164179105
COL_310107,3249.067164179105
COL_310164,20522.5
COL_310207,8008.04828973843
COL_310218,31514.90444586541
COL_310311,49750.0
COL_310315,60272.14622446173
COL_310359,71010.67550920405
COL_310405,84321.36554814514
COL_310447,272703.7037037037
COL_310503,41793.10344827586
COL_310570,12484.7095911904
COL_310590,78088.65860679332
COL_310604,40786.885245901634
COL_310641,127566.00151869132
COL_310642,42511.9553737792
COL_310656,398007.7384676236
COL_310722,69649.12280701754
COL_310897,34222.22222222222
COL_311016,63156.376226197324
COL_311017,59700.0
COL_311018,46214.28571428573
COL_311025,49300.29154518951
COL_311026,85285.71428571429
COL_311068,356795.154185022
COL_311128,97073.17073170733
COL_311187,123072.18147347818
COL_311188,123072.18147347818
COL_311328,209432.19634645793
COL_311348,37019.1574737404
COL_311537,52215.74344023325
COL_311660,120165.38461538462
COL_311665,31659.090909090908
COL_311698,29467.629794845187
COL_311704,595298.017731073
COL_311870,59363.873076131924
COL_312002,22304.597701149425
COL_312005,313229.23173016857
COL_312006,171649.72298527113
COL_312007,171649.72298527113
COL_312010,103645.2936829956
COL_312014,82905.2279780377
COL_312208,39230.769230769234
COL_312270,60039.98222749577
COL_312284,104169.82657881438
COL_312290,45696.2962962963
COL_312323,77819.44444444444
COL_312335,128611.11111111108
COL_312455,62050.17960728962
COL_312609,93032.41249639634
COL_312628,54272.727272727265
COL_312649,47212.16216216217
COL_312672,107320.21147843813
COL_312673,107320.21147843813
COL_312695,27013.574660633487
COL_312997,382078.85685638577
COL_313006,91846.15384615383
COL_313065,199974.31302270014
COL_313068,32529.13049533448
COL_313211,32838.31282952549
COL_313268,170776.91444200877
COL_313304,47846.15384615384
COL_313352,31659.090909090908
COL_313363,12702.127659574468
COL_313535,66712.29998249286
COL_313559,114581.40554792086
COL_313572,57759.80205557671
COL_313573,57759.80205557671
COL_313574,46049.58677685951
COL_313597,80376.04456824512
COL_313606,49749.163879598666
COL_313694,57220.33898305085
COL_313703,23466.037735849048
COL_313717,107127.4293506731
COL_313789,3482.0
COL_313791,3482.0
COL_313814,62191.44606061992
COL_314054,110309.1115122427
COL_314055,110309.1115122427
COL_314058,110309.1115122427
COL_314069,6938.975734187979
COL_314170,69323.77049180327
COL_314185,124375.0
COL_314186,42453.333333333336
COL_314187,17972.222222222223
COL_314190,58142.857142857145
COL_314196,57753.222836095774
COL_314211,55895.376380055306
COL_314230,99500.0
COL_314308,39800.0
COL_314419,25693.042697847002
COL_314536,35877.02871410737
COL_314628,118463.20346320346
COL_314746,31741.071428571428
COL_314818,83792.80648429584
COL_314821,83792.80648429584
COL_314859,9386.792452830188
COL_314860,14933.333333333336
COL_314899,59700.0
COL_314907,34684.86906567107
COL_314997,64045.51746130701
COL_315015,165833.33333333337
COL_315135,72115.67878118271
COL_315502,114297.29729729732
COL_315578,55895.019157088136
COL_315599,45760.0
COL_315602,27882.454077744253
COL_315621,18650.0
COL_315652,104522.5102319236
COL_315673,595298.017731073
COL_315724,39436.585365853665
COL_315806,27627.09511470673
COL_315970,60748.14370885385
COL_315976,42523.80952380953
COL_315977,117927.8526311175
COL_316014,118820.93023255814
COL_316015,2564.4329896907216
COL_316017,2564.4329896907216
COL_316021,47846.131498627736
COL_316022,32434.78260869565
COL_316023,35096.36363636363
COL_316024,42136.27992633518
COL_316025,42136.27992633518
COL_316150,81050.5617977528
COL_316180,77398.95199057643
COL_316181,58563.20124134638
COL_316289,61057.05876691555
COL_316308,25070.675549713975
COL_316323,19247.58039338121
COL_316387,14933.333333333336
COL_316388,14933.333333333336
COL_316389,14933.333333333336
COL_316390,14933.333333333336
COL_316392,14933.333333333336
COL_316423,50131.43483023001
COL_316446,19136.690647482013
COL_316448,52368.42105263158
COL_316562,17593.320235756386
COL_316629,61746.45390070923
COL_316720,49535.52178775242
COL_316897,139299.95266579345
COL_316942,5970.0
COL_317174,45012.05510907004
COL_317405,67629.07665772959
COL_317423,53571.898135908064
COL_317789,86952.52100840335
COL_317930,103644.54279430256
COL_318181,94563.49360304652
COL_318209,87060.0
COL_318336,13000.0
COL_318357,29186.15698558618
COL_318384,9607.843137254902
COL_318425,68657.20808871495
COL_318499,30496.655250039898
COL_318575,96917.05186453024
COL_318696,80483.9067632438
COL_318698,696052.1949209005
COL_318712,39180.75075785855
COL_318765,36625.76687116565
COL_319064,84321.36554814514
COL_319104,75852.01793721973
COL_319163,19514.60142067877
COL_319251,60950.0
COL_319500,57774.1935483871
COL_319542,129346.96827773127
COL_319671,66303.17784245766
COL_319675,195866.14173228343
COL_319987,46405.10652558627
COL_319998,49750.0
COL_320000,49750.0
COL_320001,49750.0
COL_320028,54724.77064220184
COL_320128,103071.42857142855
COL_320171,57229.12929545097
COL_320291,60789.47368421053
COL_320376,98259.72222222222
COL_320430,101733.16708229424
COL_320446,51800.4338394794
COL_320452,61335.61643835616
COL_320470,54724.89785383354
COL_320478,44648.594244151696
COL_320498,14233.197556008148
COL_320518,53635.08675044352
COL_320693,31648.751230300684
COL_320824,64172.101196554795
COL_320905,63474.44404591105
COL_320942,114581.40554792086
COL_320966,94202.95644898526
COL_321061,51964.23969149996
COL_321088,99222.22222222225
COL_321099,95969.594724515
COL_321128,76006.16657984014
COL_321407,27867.48120300752
COL_321417,50851.09487090923
COL_321427,32584.79532163743
COL_321474,44656.21826937483
COL_321621,49750.02331872028
COL_321670,56534.090909090904
COL_321677,51511.387163561085
COL_321820,51740.0
COL_322106,48335.80246913581
COL_322266,41256.09756097561
COL_322288,103184.72222222223
COL_322290,89099.38291848806
COL_322311,93281.25
COL_322356,112700.1753110661
COL_322378,24014.389572870918
COL_322380,51856.42487954496
COL_322428,97562.68384927863
COL_322436,54896.55172413793
COL_322462,43150.098398460614
COL_322463,5090.909090909091
COL_322511,21046.153846153848
COL_322568,40439.426131349646
COL_322595,96727.15489306542
COL_322623,35503.81527833264
COL_322624,78016.55292580223
COL_322665,52215.74344023325
COL_322676,81904.94958339223
COL_322749,91206.66666666666
COL_322954,36687.5
COL_323025,56707.16889428919
COL_323034,59700.0
COL_323061,35684.782608695656
COL_323075,20846.9074954171
COL_323078,46748.042376784884
COL_323084,47793.12498279407
COL_323247,29914.530558439
COL_323258,67143.75
COL_323261,57200.0
COL_323330,56948.64399444661
COL_323355,9450.0
COL_323590,68076.16438963471
COL_323647,64723.56816854488
COL_323671,76887.15806081715
COL_323683,465995.55160844227
COL_323882,43583.92030967813
COL_323938,64527.19665271968
COL_324197,99497.68671513547
COL_324268,24238.461538461543
COL_324269,67166.66666666667
COL_324455,69484.66410033529
COL_324459,102057.59943228088
COL_324622,15096.551724137933
COL_324655,14924.789821094511
COL_324779,40933.46774193549
COL_324786,43100.30395136779
COL_324787,43100.30395136779
COL_324926,112535.71428571429
COL_324927,112535.71428571429
COL_324936,22857.783131025528
COL_324940,109450.74626865672
COL_324941,93281.25
COL_325131,106325.97377055221
COL_325182,66841.8766082151
COL_325196,31892.516419549385
COL_325210,63607.14285714285
COL_325348,36066.83468780677
COL_325392,37312.5
COL_325405,51996.32554945054
COL_325545,139299.95266579345
COL_325588,69200.79632955513
COL_325648,87064.27328006836
COL_325649,87064.27328006836
COL_325650,87064.27328006836
COL_325651,87064.27328006836
COL_325652,87064.27328006836
COL_325653,87064.27328006836
COL_325696,103644.54279430256
COL_325699,73385.22619922334
COL_325703,29523.809523809527
COL_325707,69200.79632955513
COL_325847,10447.5
COL_325884,44775.0
COL_325904,40097.014925373136
COL_325905,40097.014925373136
COL_325942,47581.967213114745
COL_325998,149748.916962254
COL_326043,56715.0
COL_326045,16600.0
COL_326068,51821.5538780641
COL_326108,34825.25720568601
COL_326130,386187.21461187216
COL_326171,2632.3529411764707
COL_326268,40026.02073650219
COL_326466,47264.28571428572
COL_326531,28428.571428571428
COL_326680,58988.617455811516
COL_326753,34827.27272727273
COL_326804,91284.40366972476
COL_326997,108051.28205128206
COL_327062,54922.327977233355
COL_327071,34638.24303310636
COL_327138,79600.0
COL_327471,89351.10081112401
COL_327568,39800.2522898958
COL_327627,59699.119840790154
COL_327732,49750.00410243202
COL_328038,43100.30395136779
COL_328039,43100.30395136779
COL_328086,44220.53465340043
COL_328127,53238.146684751686
COL_328128,4108.910891089109
COL_328240,54459.45945945946
COL_328284,76700.0
COL_328358,37024.37704231168
COL_328408,91522.02380952382
COL_328598,1474.2268041237116
COL_328785,1243.75
COL_328832,79915.32721787551
COL_328912,72657.6191270909
COL_328916,41623.50597609562
COL_328952,28479.09873915837
COL_328998,42978.77652933833
COL_329153,85961.65478689334
COL_329196,24943.786083257368
COL_329239,89347.73173768303
COL_329262,52707.142857142855
COL_329356,60186.991869918704
COL_329509,87045.63847744587
COL_329554,50324.35897435897
COL_329557,36611.11111111111
COL_329663,34516.997440726256
COL_329708,35823.115416163855
COL_329757,55107.69230769231
COL_329828,112589.4736842105
COL_329829,175655.41505310484
COL_329857,6922.853828306264
COL_330022,79400.0
COL_330075,43669.481036389865
COL_330085,59700.0
COL_330199,69814.51612903226
COL_330234,103841.26984126985
COL_330254,71449.6644295302
COL_330260,84759.25925925926
COL_330277,77028.76094947598
COL_330324,53797.468354430384
COL_330335,41750.0
COL_330474,79876.54320987656
COL_330477,43709.78477749131
COL_330553,71482.13412221198
COL_330624,22390.0
COL_330666,96290.32258064515
COL_331046,94591.54929577463
COL_331047,26184.21052631579
COL_331049,26184.21052631579
COL_331062,227314.19721218385
COL_331205,198998.6962190352
COL_331263,25090.849977612797
COL_331270,80258.06451612903
COL_331278,47911.1111111111
COL_331289,20614.285714285714
COL_331365,21333.33333333333
COL_331412,97336.42145842074
COL_331441,51391.83821633911
COL_331442,51391.83821633911
COL_331466,24156.6265060241
COL_331559,49500.0
COL_331572,57945.721824349785
COL_331601,85285.71428571429
COL_331762,17438.59649122807
COL_332006,44712.95554215735
COL_332433,63822.51602564103
COL_332669,64779.06960303316
COL_332717,27198.00747198008
COL_332726,64675.0
COL_332856,28427.79403491324
COL_332908,171782.756310029
COL_332909,171782.756310029
COL_332910,171782.756310029
COL_332939,30400.0
COL_333190,171782.756310029
COL_333309,60193.5874168179
COL_333329,41880.59701492537
COL_333350,82916.66666666669
COL_333390,28860.0
COL_333472,83789.47368421053
COL_333473,139300.0
COL_333518,42780.80509479522
COL_333530,56707.16889428919
COL_333545,200764.7058823529
COL_333556,27970.66014669927
COL_333576,45225.61157509736
COL_333736,49750.0
COL_333788,61860.36829275009
COL_333866,54723.926380368095
COL_333867,15219.885277246654
COL_333928,99500.0
COL_333957,66691.89189189191
COL_334037,122113.63636363635
COL_334047,52307.2429906542
COL_334091,157105.26315789475
COL_334183,71077.54527793192
COL_334229,19153.75
COL_334288,195867.94606768785
COL_334468,26651.785714285714
COL_334548,47951.80722891566
COL_334639,29666.66666666667
COL_334741,57227.76073619633
COL_334989,50802.7967197475
COL_335047,66225.99178419277
COL_335092,57245.91949084112
COL_335505,60193.5874168179
COL_335523,68620.95181942137
COL_335574,89099.38291848806
COL_335589,199000.0
COL_335708,81590.0
COL_335714,110104.71938263369
COL_335836,46377.17577681031
COL_336093,105352.9411764706
COL_336095,297607.14285714284
COL_336259,148590.23211665347
COL_336264,36388.88888888888
COL_336267,32873.91304347826
COL_336462,269360.13125512714
COL_336493,95877.14524446863
COL_336495,95877.14524446863
COL_336499,56382.9572318496
COL_336531,103146.34146341463
COL_336685,46168.122270742366
COL_336736,102115.61535138165
COL_336855,60000.0
COL_336874,51676.62368210128
COL_336932,35367.504835589934
COL_336963,143143.13159189475
COL_336967,35020.60017694482
COL_337195,17862.05882352941
COL_337254,100964.46700507618
COL_337273,72715.38461538461
COL_337309,66907.21361844816
COL_337318,47247.27485354582
COL_337346,53088.57142857142
COL_337386,47682.32241342359
COL_337590,43556.40813774951
COL_337593,78190.47619047617
COL_337666,99500.0
COL_337681,106146.39397201293
COL_337895,33947.580169883215
COL_337901,84322.03389830509
COL_337971,55559.65593633408
COL_338002,83903.81436951098
COL_338038,33983.07692307692
COL_338039,33983.07692307692
COL_338276,42316.006803073775
COL_338279,27998.373983739835
COL_338421,38471.698113207545
COL_338506,53648.648648648654
COL_338557,49740.740740740745
COL_338558,49740.740740740745
COL_338559,49740.740740740745
COL_338560,49740.740740740745
COL_338561,49740.740740740745
COL_338562,49740.740740740745
COL_338607,67960.68796068795
COL_338609,33265.79237914485
COL_338673,50440.46099437906
COL_338850,11573.887240356084
COL_338864,45385.9649122807
COL_338944,57403.84615384616
COL_339089,63963.997969160686
COL_339113,662.3468959053744
COL_339428,34789.516904877215
COL_339440,38513.82488479263
COL_339645,48126.36363636364
COL_339657,74076.08695652174
COL_339727,37381.08108108108
COL_339728,37381.08108108108
COL_339729,37381.08108108108
COL_339772,81313.56822093281
COL_339793,25189.87341772152
COL_339822,26471.680928741167
COL_339866,49088.038470355736
COL_339878,35296.20432777581
COL_339889,40563.351329151345
COL_339893,33641.600631210174
COL_339912,28214.925373134327
COL_339987,64536.7412140575
COL_339993,87062.76695155114
COL_340011,36625.76687116565
COL_340117,37105.26315789473
COL_340369,26502.463054187192
COL_340447,90391.21070686674
COL_340462,37381.08108108108
COL_340506,14042.741935483871
COL_340519,57710.0
COL_340520,57710.0
COL_340521,57710.0
COL_340655,387934.6680716543
COL_340657,23909.090909090908
COL_340794,95428.57142857145
COL_340796,33751.696065128905
COL_340898,84881.51658767773
COL_340975,115420.0
COL_340994,59936.17021276597
COL_340995,59936.17021276597
COL_341014,15198.269508133626
COL_341069,180781.5875575365
COL_341070,66511.62790697675
COL_341184,107639.34426229508
COL_341212,51458.217074107255
COL_341220,14740.740740740739
COL_341237,50440.46099437906
COL_341310,85481.09965635739
COL_341351,32361.63175303197
COL_341414,123857.72913816688
COL_341465,57547.77142770926
COL_341487,31568.75244787468
COL_341496,119400.0
COL_341683,11600.0
COL_341692,35721.75025296525
COL_341722,96917.05186453024
COL_341744,30020.04140914403
COL_341762,26052.92157992348
COL_341805,39800.0
COL_341889,82361.34453781512
COL_341936,39791.66666666666
COL_342040,86389.22155688622
COL_342111,64912.048357198466
COL_342208,34026.78825876318
COL_342209,6250.0
COL_342211,90487.71543821046
COL_342212,39800.0
COL_342258,47911.1111111111
COL_342326,130013.75515818431
COL_342405,80549.63783553473
COL_342407,53281.720430107525
COL_342425,44094.617092119865
COL_342426,44094.617092119865
COL_342438,197844.13692643843
COL_342505,124375.0
COL_342623,40485.271232116786
COL_342714,204971.42857142846
COL_342734,58704.0
COL_342947,30918.778789614655
COL_342948,28328.8940948056
COL_343030,129348.57142857145
COL_343036,84321.36554814514
COL_343039,29601.195703171503
COL_343047,81028.57142857142
COL_343070,164563.5528330781
COL_343169,128849.47013778263
COL_343269,11289.14135021097
COL_343324,61245.800596046436
COL_343430,25852.418574276817
COL_343527,35035.211267605635
COL_343636,48854.81174997226
COL_343649,63977.22222222222
COL_343852,39538.46153846154
COL_343866,17725.0
COL_343993,57488.888888888876
COL_344179,48301.88549109019
COL_344278,104216.91176470587
COL_344298,49297.235023041474
COL_344312,44094.617092119865
COL_344350,69063.3608815427
COL_344578,54566.66666666666
COL_344772,23457.142857142866
COL_344807,65233.57757568488
COL_344844,46961.65191740413
COL_344845,64905.00992063491
COL_344887,25099.099099099098
COL_344960,24866.66666666667
COL_344969,209432.19634645793
COL_345017,13539.042821158691
COL_345055,34598.370979383464
COL_345062,318400.0
COL_345102,81731.63793479177
COL_345117,54308.33333333334
COL_345119,140834.70620538166
COL_345171,40617.10472026024
COL_345187,74625.14342429039
COL_345195,143143.13159189475
COL_345287,144630.60103931755
COL_345351,72657.6191270909
COL_345558,115697.67441860464
COL_345594,8333.333333333334
COL_345718,106818.477553676
COL_345723,38280.54298642534
COL_345736,69648.47363552266
COL_345839,57166.89976689977
COL_345884,34508.70253205373
COL_345971,33100.123158513954
COL_345996,58517.647058823524
COL_346013,213970.24001007839
COL_346015,213970.24001007839
COL_346208,40890.41095890411
COL_346276,43937.48113647425
COL_346296,44587.5
COL_346516,58421.086221201105
COL_346518,58421.086221201105
COL_346522,149354.5481837286
COL_346623,80976.74418604652
COL_346677,114581.40554792086
COL_346698,34823.8705884192
COL_346776,126862.5
COL_346813,4872.252311232789
COL_346829,3532.544378698225
COL_346974,67730.95623987034
COL_346975,67730.95623987034
COL_347000,72140.08295625943
COL_347011,91433.02180685359
COL_347186,58874.406390540695
COL_347284,55251.40902958083
COL_347293,21102.16718266254
COL_347332,68271.4146815751
COL_347353,79848.28175703653
COL_347436,69648.0
COL_347488,45530.83923154701
COL_347618,27713.590129773667
COL_347620,49325.24092050587
COL_347621,115697.67441860464
COL_347634,5455.666909280929
COL_347686,82916.66666666669
COL_347694,14933.333333333336
COL_347737,111898.33558254607
COL_347777,58543.1929312538
COL_347852,46433.326385514316
COL_347970,122344.26229508195
COL_348009,25833.33333333334
COL_348076,114958.2104228122
COL_348077,141352.86266568484
COL_348272,35695.25968900773
COL_348274,15524.822695035458
COL_348275,15524.822695035458
COL_348278,15524.822695035458
COL_348281,54231.64269492809
COL_348383,74622.70031389102
COL_348436,39535.864978902966
COL_348447,35422.0
COL_348483,9819.742489270386
COL_348681,101770.25963808026
COL_348731,55976.60818713451
COL_348733,199000.0
COL_348757,17666.666666666668
COL_348893,13247.910863509751
COL_349002,195736.6401342213
COL_349029,33659.59725287207
COL_349110,24093.6170212766
COL_349213,62198.606894088225
COL_349214,32654.037238241166
COL_349215,1121.4684261801435
COL_349216,9000.0
COL_349601,69525.64102564103
COL_349602,19904.761904761905
COL_349643,35350.2538071066
COL_349719,71373.77151799687
COL_349774,59478.260869565216
COL_349777,39800.0
COL_350115,86246.97336561744
COL_350169,39800.0
COL_350175,58529.41176470588
COL_350245,71189.6551724138
COL_350246,71189.6551724138
COL_350338,47624.80699948533
COL_350353,46193.71111303653
COL_350357,44574.128604328565
COL_350456,55055.9239779828
COL_350457,24831.37677536624
COL_350458,1250.0
COL_350459,55442.857142857145
COL_350476,65994.69496021219
COL_350497,688712.8863952247
COL_350564,395223.35025380715
COL_350594,37434.97749601831
COL_350743,63120.607787274464
COL_350761,387662.3376623376
COL_350762,387662.3376623376
COL_350764,1643913.043478261
COL_350784,121341.46341463414
COL_350851,35146.36363636363
COL_351049,33991.557223264535
COL_351088,422252.0658636324
COL_351213,29223.776223776225
COL_351274,19898.64864864865
COL_351380,646.6666666666666
COL_351688,47662.777658038984
COL_351715,85408.33333333334
COL_351762,67679.12188226427
COL_351901,58670.127172930916
COL_352368,114581.40554792086
COL_352392,42785.01209018647
COL_352397,50137.78564828071
COL_352422,122764.61788521596
COL_352637,78552.63157894739
COL_352991,84575.38994800692
COL_353024,61591.175314465414
COL_353028,64800.42016806723
COL_353059,34770.7205879666
COL_353225,42076.92307692308
COL_353243,19247.58039338121
COL_353323,25660.8639587363
COL_353376,45760.0
COL_353452,26747.311827957
